Latitude (decimal degrees):	36.874
Longitude (decimal degrees):	-2.592
Elevation (m):	620
Radiation database:	PVGIS-SARAH2


Slope: 34 deg. (optimum)
Azimuth: 2 deg. (optimum)
time,G(i),H_sun,T2m,WS10m,Int
20190428:0609,43.09,8.83,11.99,3.72,0.0
20190428:0709,248.38,20.73,14.61,3.86,0.0
20190428:0809,500.88,32.71,17.14,4.62,0.0
20190428:0909,734.83,44.42,18.28,5.03,0.0
20190428:1009,931.11,55.27,19.06,5.45,0.0
20190428:1109,1072.53,63.86,19.67,5.79,0.0
20190428:1209,1100.88,67.28,20.05,6.07,0.0
20190428:1309,1055.59,63.42,20.27,6.28,0.0
20190428:1409,922.42,54.61,20.36,6.41,0.0
20190428:1509,739.11,43.67,20.31,6.41,0.0
20190428:1609,507.52,31.93,20.04,6.34,0.0
20190428:1709,251.3,19.95,19.51,6.21,0.0
20190428:1809,42.83,8.06,18.67,5.93,0.0
20190428:1909,0.0,0.0,17.67,4.83,0.0
20190428:2009,0.0,0.0,16.73,4.28,0.0
20190428:2109,0.0,0.0,16.04,3.93,0.0
20190428:2209,0.0,0.0,15.37,3.72,0.0
20190428:2309,0.0,0.0,14.73,3.59,0.0
20190429:0009,0.0,0.0,14.1,3.38,0.0
20190429:0109,0.0,0.0,13.57,3.31,0.0
20190429:0209,0.0,0.0,13.31,3.45,0.0
20190429:0309,0.0,0.0,13.13,3.52,0.0
20190429:0409,0.0,0.0,12.91,3.38,0.0
20190429:0509,0.0,0.0,12.71,3.24,0.0
20190429:0609,52.76,9.04,12.83,3.31,0.0
20190429:0709,229.75,20.94,14.9,3.03,0.0
20190429:0809,457.36,32.92,17.57,4.0,0.0
20190429:0909,672.3,44.65,18.58,4.41,0.0
20190429:1009,625.75,55.52,19.28,4.76,0.0
20190429:1109,918.16,64.16,19.69,4.9,0.0
20190429:1209,1054.0,67.6,19.84,5.17,0.0
20190429:1309,1048.75,63.67,19.84,5.38,0.0
20190429:1409,943.15,54.8,19.55,5.31,0.0
20190429:1509,418.72,43.84,19.41,5.17,0.0
20190429:1609,313.06,32.08,19.1,4.9,0.0
20190429:1709,162.2,20.09,18.69,4.55,0.0
20190429:1809,50.6,8.21,18.28,4.28,0.0
20190429:1909,0.0,0.0,17.51,3.24,0.0
20190429:2009,0.0,0.0,16.66,2.76,0.0
20190429:2109,0.0,0.0,15.52,2.07,0.0
20190429:2209,0.0,0.0,14.53,1.93,0.0
20190429:2309,0.0,0.0,13.86,2.07,0.0
20190430:0009,0.0,0.0,13.36,2.14,0.0
20190430:0109,0.0,0.0,13.05,2.07,0.0
20190430:0209,0.0,0.0,13.07,1.86,0.0
20190430:0309,0.0,0.0,13.23,1.72,0.0
20190430:0409,0.0,0.0,13.97,1.45,0.0
20190430:0509,0.0,0.0,14.96,1.24,0.0
20190430:0609,45.72,9.25,15.02,1.17,0.0
20190430:0709,243.64,21.14,14.73,1.03,0.0
20190430:0809,484.86,33.12,16.71,1.38,0.0
20190430:0909,702.61,44.86,17.36,2.0,0.0
20190430:1009,769.11,55.77,17.84,2.41,0.0
20190430:1109,734.16,64.44,18.31,2.76,0.0
20190430:1209,854.43,67.9,18.56,2.97,0.0
20190430:1309,1008.71,63.92,18.63,2.9,0.0
20190430:1409,890.13,55.0,18.57,2.55,0.0
20190430:1509,719.4,44.0,18.38,2.21,0.0
20190430:1609,487.92,32.22,18.03,1.17,0.0
20190430:1709,248.0,20.24,18.11,0.9,0.0
20190430:1809,40.15,8.36,17.61,3.86,0.0
20190430:1909,0.0,0.0,16.79,3.38,0.0
20190430:2009,0.0,0.0,16.4,3.66,0.0
20190430:2109,0.0,0.0,16.25,3.66,0.0
20190430:2209,0.0,0.0,15.9,3.31,0.0
20190430:2309,0.0,0.0,15.46,2.9,0.0
20190501:0009,0.0,0.0,14.95,2.48,0.0
20190501:0109,0.0,0.0,14.73,2.62,0.0
20190501:0209,0.0,0.0,14.59,2.97,0.0
20190501:0309,0.0,0.0,14.25,3.31,0.0
20190501:0409,0.0,0.0,13.98,3.38,0.0
20190501:0509,0.0,0.0,13.76,3.38,0.0
20190501:0609,48.36,9.45,13.78,3.38,0.0
20190501:0709,246.3,21.34,15.69,3.45,0.0
20190501:0809,482.31,33.32,17.61,4.07,0.0
20190501:0909,709.17,45.07,18.97,4.41,0.0
20190501:1009,892.83,56.01,20.09,4.62,0.0
20190501:1109,1026.57,64.73,21.02,4.9,0.0
20190501:1209,1062.64,68.21,21.58,4.83,0.0
20190501:1309,1022.7,64.17,21.96,4.97,0.0
20190501:1409,896.59,55.19,21.86,5.45,0.0
20190501:1509,712.56,44.16,21.74,5.24,0.0
20190501:1609,486.05,32.37,21.8,5.45,0.0
20190501:1709,246.49,20.38,21.55,5.38,0.0
20190501:1809,44.64,8.52,20.78,5.17,0.0
20190501:1909,0.0,0.0,19.69,3.86,0.0
20190501:2009,0.0,0.0,18.63,3.79,0.0
20190501:2109,0.0,0.0,17.81,3.86,0.0
20190501:2209,0.0,0.0,17.28,4.14,0.0
20190501:2309,0.0,0.0,16.85,4.14,0.0
20190502:0009,0.0,0.0,16.42,3.86,0.0
20190502:0109,0.0,0.0,16.06,3.66,0.0
20190502:0209,0.0,0.0,15.85,3.72,0.0
20190502:0309,0.0,0.0,15.8,4.14,0.0
20190502:0409,0.0,0.0,15.96,4.62,0.0
20190502:0509,0.0,0.0,16.11,4.55,0.0
20190502:0609,8.79,9.65,16.15,4.14,0.0
20190502:0709,231.32,21.53,17.6,4.14,0.0
20190502:0809,451.39,33.52,19.47,5.24,0.0
20190502:0909,565.34,45.28,20.51,5.86,0.0
20190502:1009,668.18,56.24,21.41,6.41,0.0
20190502:1109,910.61,65.01,21.98,7.03,0.0
20190502:1209,296.92,68.51,22.66,7.38,0.0
20190502:1309,221.37,64.42,22.8,7.66,0.0
20190502:1409,338.81,55.38,22.63,8.0,0.0
20190502:1509,387.96,44.31,22.28,8.07,0.0
20190502:1609,217.55,32.51,21.42,8.21,0.0
20190502:1709,204.83,20.53,20.43,8.14,0.0
20190502:1809,49.87,8.67,19.59,7.52,0.0
20190502:1909,0.0,0.0,18.74,6.28,0.0
20190502:2009,0.0,0.0,17.89,6.48,0.0
20190502:2109,0.0,0.0,17.31,6.14,0.0
20190502:2209,0.0,0.0,16.9,5.52,0.0
20190502:2309,0.0,0.0,16.45,4.97,0.0
20190503:0009,0.0,0.0,15.89,4.41,0.0
20190503:0109,0.0,0.0,15.2,3.72,0.0
20190503:0209,0.0,0.0,14.34,2.83,0.0
20190503:0309,0.0,0.0,13.42,2.21,0.0
20190503:0409,0.0,0.0,12.86,1.93,0.0
20190503:0509,0.0,0.0,12.75,1.72,0.0
20190503:0609,51.88,9.85,12.98,1.52,0.0
20190503:0709,245.56,21.72,14.95,1.38,0.0
20190503:0809,483.0,33.71,16.8,1.86,0.0
20190503:0909,704.8,45.48,17.45,2.07,0.0
20190503:1009,878.8,56.47,18.02,2.41,0.0
20190503:1109,992.8,65.28,18.5,2.97,0.0
20190503:1209,730.82,68.8,18.72,3.66,0.0
20190503:1309,525.25,64.66,18.47,3.93,0.0
20190503:1409,343.79,55.56,18.13,3.79,0.0
20190503:1509,281.93,44.47,17.87,3.72,0.0
20190503:1609,299.86,32.66,17.44,3.66,0.0
20190503:1709,152.1,20.67,16.93,3.24,0.0
20190503:1809,20.46,8.82,16.14,2.28,0.0
20190503:1909,0.0,0.0,16.36,2.07,0.0
20190503:2009,0.0,0.0,16.01,1.38,0.0
20190503:2109,0.0,0.0,15.59,1.59,0.0
20190503:2209,0.0,0.0,15.05,3.45,0.0
20190503:2309,0.0,0.0,14.84,3.72,0.0
20190504:0009,0.0,0.0,14.84,4.07,0.0
20190504:0109,0.0,0.0,14.52,4.34,0.0
20190504:0209,0.0,0.0,14.3,4.34,0.0
20190504:0309,0.0,0.0,14.19,3.66,0.0
20190504:0409,0.0,0.0,14.12,2.83,0.0
20190504:0509,0.0,0.0,13.81,2.28,0.0
20190504:0609,47.48,10.04,13.52,1.59,0.0
20190504:0709,124.58,21.9,14.47,2.14,0.0
20190504:0809,252.97,33.89,14.98,2.14,0.0
20190504:0909,188.82,45.68,15.25,2.14,0.0
20190504:1009,134.87,56.69,15.47,2.28,0.0
20190504:1109,241.84,65.55,15.55,2.14,0.0
20190504:1209,451.7,69.09,15.91,2.0,0.0
20190504:1309,116.27,64.9,16.23,2.14,0.0
20190504:1409,155.33,55.74,16.22,2.48,0.0
20190504:1509,331.34,44.62,16.17,2.48,0.0
20190504:1609,167.51,32.8,16.07,2.21,0.0
20190504:1709,113.9,20.81,15.82,2.07,0.0
20190504:1809,50.82,8.97,15.88,2.0,0.0
20190504:1909,0.0,0.0,15.86,2.48,0.0
20190504:2009,0.0,0.0,15.77,2.41,0.0
20190504:2109,0.0,0.0,15.81,2.34,0.0
20190504:2209,0.0,0.0,15.63,2.28,0.0
20190504:2309,0.0,0.0,15.14,2.14,0.0
20190505:0009,0.0,0.0,14.66,2.0,0.0
20190505:0109,0.0,0.0,14.08,1.86,0.0
20190505:0209,0.0,0.0,13.65,1.86,0.0
20190505:0309,0.0,0.0,13.32,1.86,0.0
20190505:0409,0.0,0.0,13.22,1.79,0.0
20190505:0509,0.0,0.0,13.13,1.72,0.0
20190505:0609,51.0,10.23,13.36,1.66,0.0
20190505:0709,247.23,22.08,16.29,1.45,0.0
20190505:0809,488.88,34.07,19.01,1.03,0.0
20190505:0909,713.1,45.87,19.59,1.59,0.0
20190505:1009,901.37,56.91,19.74,1.72,0.0
20190505:1109,1014.12,65.81,19.77,2.21,0.0
20190505:1209,1048.93,69.38,19.73,3.17,0.0
20190505:1309,1019.5,65.14,19.47,3.38,0.0
20190505:1409,903.2,55.92,19.63,2.97,0.0
20190505:1509,710.56,44.77,19.35,2.97,0.0
20190505:1609,484.93,32.94,19.11,2.83,0.0
20190505:1709,245.29,20.95,18.55,2.62,0.0
20190505:1809,49.06,9.12,17.92,2.14,0.0
20190505:1909,0.0,0.0,17.54,1.1,0.0
20190505:2009,0.0,0.0,17.15,0.76,0.0
20190505:2109,0.0,0.0,16.95,0.55,0.0
20190505:2209,0.0,0.0,16.6,0.62,0.0
20190505:2309,0.0,0.0,16.77,0.69,0.0
20190506:0009,0.0,0.0,16.65,0.69,0.0
20190506:0109,0.0,0.0,16.47,0.48,0.0
20190506:0209,0.0,0.0,16.35,0.28,0.0
20190506:0309,0.0,0.0,16.11,0.9,0.0
20190506:0409,0.0,0.0,14.23,1.59,0.0
20190506:0509,0.0,0.0,13.65,2.07,0.0
20190506:0609,63.31,10.41,14.33,2.28,0.0
20190506:0709,218.38,22.26,17.05,2.28,0.0
20190506:0809,485.33,34.24,18.05,2.62,0.0
20190506:0909,709.13,46.05,18.73,3.03,0.0
20190506:1009,895.82,57.12,19.16,3.24,0.0
20190506:1109,1006.1,66.07,19.5,3.1,0.0
20190506:1209,1057.47,69.66,19.8,2.97,0.0
20190506:1309,1012.39,65.37,20.0,2.83,0.0
20190506:1409,877.71,56.1,19.69,2.69,0.0
20190506:1509,659.64,44.92,19.7,2.07,0.0
20190506:1609,406.03,33.08,19.63,2.14,0.0
20190506:1709,230.79,21.09,19.15,2.07,0.0
20190506:1809,55.63,9.27,18.45,1.79,0.0
20190506:1909,0.0,0.0,17.98,1.31,0.0
20190506:2009,0.0,0.0,17.46,1.17,0.0
20190506:2109,0.0,0.0,17.17,0.69,0.0
20190506:2209,0.0,0.0,17.02,0.21,0.0
20190506:2309,0.0,0.0,17.0,0.34,0.0
20190507:0009,0.0,0.0,16.97,0.41,0.0
20190507:0109,0.0,0.0,16.79,0.28,0.0
20190507:0209,0.0,0.0,16.64,0.0,0.0
20190507:0309,0.0,0.0,16.44,0.28,0.0
20190507:0409,0.0,0.0,16.19,0.69,0.0
20190507:0509,0.0,0.0,15.88,0.9,0.0
20190507:0609,65.07,10.58,15.65,0.97,0.0
20190507:0709,160.08,22.43,16.76,0.83,0.0
20190507:0809,440.79,34.41,18.17,1.45,0.0
20190507:0909,710.78,46.23,18.93,1.86,0.0
20190507:1009,874.43,57.32,19.67,2.21,0.0
20190507:1109,952.38,66.32,20.32,2.69,0.0
20190507:1209,1063.94,69.94,20.82,3.03,0.0
20190507:1309,1034.29,65.59,21.19,3.38,0.0
20190507:1409,907.83,56.28,21.34,3.59,0.0
20190507:1509,718.34,45.07,21.29,3.66,0.0
20190507:1609,493.11,33.22,21.09,3.59,0.0
20190507:1709,253.35,21.23,20.98,3.59,0.0
20190507:1809,45.99,9.42,20.75,3.52,0.0
20190507:1909,0.0,0.0,19.75,2.83,0.0
20190507:2009,0.0,0.0,19.36,2.97,0.0
20190507:2109,0.0,0.0,19.03,3.17,0.0
20190507:2209,0.0,0.0,18.68,3.1,0.0
20190507:2309,0.0,0.0,18.22,2.9,0.0
20190508:0009,0.0,0.0,17.59,2.76,0.0
20190508:0109,0.0,0.0,17.02,2.69,0.0
20190508:0209,0.0,0.0,16.46,2.69,0.0
20190508:0309,0.0,0.0,15.88,2.69,0.0
20190508:0409,0.0,0.0,15.43,2.69,0.0
20190508:0509,0.0,0.0,15.2,2.76,0.0
20190508:0609,62.43,10.75,15.54,2.97,0.0
20190508:0709,251.62,22.59,18.54,2.55,0.0
20190508:0809,278.17,34.58,20.69,3.59,0.0
20190508:0909,551.6,46.4,21.38,4.62,0.0
20190508:1009,606.08,57.52,22.02,5.45,0.0
20190508:1109,846.65,66.57,22.65,6.21,0.0
20190508:1209,1055.61,70.21,23.17,6.83,0.0
20190508:1309,1004.45,65.82,23.42,7.24,0.0
20190508:1409,871.29,56.45,23.64,7.45,0.0
20190508:1509,595.29,45.22,23.72,7.79,0.0
20190508:1609,483.96,33.36,23.65,7.93,0.0
20190508:1709,248.84,21.37,23.39,7.72,0.0
20190508:1809,56.47,9.57,22.82,7.17,0.0
20190508:1909,0.0,0.0,21.96,6.34,0.0
20190508:2009,0.0,0.0,21.42,5.79,0.0
20190508:2109,0.0,0.0,20.96,4.97,0.0
20190508:2209,0.0,0.0,20.41,4.34,0.0
20190508:2309,0.0,0.0,19.82,4.14,0.0
20190509:0009,0.0,0.0,19.27,4.07,0.0
20190509:0109,0.0,0.0,18.78,3.72,0.0
20190509:0209,0.0,0.0,18.34,3.31,0.0
20190509:0309,0.0,0.0,17.83,2.83,0.0
20190509:0409,0.0,0.0,17.27,2.48,0.0
20190509:0509,0.0,0.0,16.72,2.0,0.0
20190509:0609,60.67,10.92,16.68,1.52,0.0
20190509:0709,202.75,22.75,19.2,0.9,0.0
20190509:0809,433.17,34.74,20.04,1.59,0.0
20190509:0909,693.42,46.57,20.38,2.48,0.0
20190509:1009,884.35,57.72,20.92,2.9,0.0
20190509:1109,993.26,66.81,21.48,3.38,0.0
20190509:1209,1038.09,70.48,21.92,4.07,0.0
20190509:1309,998.28,66.04,22.32,4.48,0.0
20190509:1409,879.6,56.62,22.73,5.03,0.0
20190509:1509,699.27,45.36,22.54,5.24,0.0
20190509:1609,477.15,33.49,22.52,4.83,0.0
20190509:1709,246.35,21.51,22.58,4.55,0.0
20190509:1809,49.29,9.71,22.27,4.07,0.0
20190509:1909,0.0,0.0,21.92,3.52,0.0
20190509:2009,0.0,0.0,21.63,2.97,0.0
20190509:2109,0.0,0.0,21.41,2.21,0.0
20190509:2209,0.0,0.0,20.81,1.52,0.0
20190509:2309,0.0,0.0,20.15,0.97,0.0
20190510:0009,0.0,0.0,20.25,0.34,0.0
20190510:0109,0.0,0.0,19.6,0.48,0.0
20190510:0209,0.0,0.0,18.17,1.17,0.0
20190510:0309,0.0,0.0,17.24,1.31,0.0
20190510:0409,0.0,0.0,16.46,1.52,0.0
20190510:0509,0.0,0.0,15.92,1.79,0.0
20190510:0609,52.76,11.08,16.32,1.93,0.0
20190510:0709,252.74,22.9,19.9,1.79,0.0
20190510:0809,489.56,34.89,21.46,1.93,0.0
20190510:0909,703.59,46.74,21.66,2.21,0.0
20190510:1009,888.21,57.9,21.82,2.14,0.0
20190510:1109,1007.07,67.04,22.08,1.86,0.0
20190510:1209,1046.9,70.74,22.39,1.72,0.0
20190510:1309,1012.13,66.25,22.71,1.72,0.0
20190510:1409,896.24,56.79,22.93,1.66,0.0
20190510:1509,705.89,45.51,22.99,1.52,0.0
20190510:1609,489.81,33.63,22.97,1.31,0.0
20190510:1709,250.13,21.65,22.87,1.45,0.0
20190510:1809,49.12,9.86,22.39,1.38,0.0
20190510:1909,0.0,0.0,22.36,0.55,0.0
20190510:2009,0.0,0.0,22.17,0.34,0.0
20190510:2109,0.0,0.0,21.8,0.55,0.0
20190510:2209,0.0,0.0,21.14,0.34,0.0
20190510:2309,0.0,0.0,20.3,0.76,0.0
20190511:0009,0.0,0.0,19.52,1.31,0.0
20190511:0109,0.0,0.0,19.02,1.24,0.0
20190511:0209,0.0,0.0,18.68,1.17,0.0
20190511:0309,0.0,0.0,17.71,1.52,0.0
20190511:0409,0.0,0.0,17.21,2.07,0.0
20190511:0509,0.0,0.0,17.09,2.41,0.0
20190511:0609,50.12,11.24,17.69,2.62,0.0
20190511:0709,255.01,23.05,21.1,2.34,0.0
20190511:0809,488.99,35.04,22.92,2.55,0.0
20190511:0909,707.35,46.89,23.37,2.69,0.0
20190511:1009,891.91,58.09,23.63,2.62,0.0
20190511:1109,1010.71,67.27,23.67,2.83,0.0
20190511:1209,1044.4,71.0,23.5,2.69,0.0
20190511:1309,1010.72,66.47,23.3,1.93,0.0
20190511:1409,886.04,56.95,23.43,1.38,0.0
20190511:1509,705.88,45.65,23.61,1.03,0.0
20190511:1609,481.53,33.76,23.68,1.31,0.0
20190511:1709,252.67,21.78,23.64,1.72,0.0
20190511:1809,48.91,10.0,23.5,2.97,0.0
20190511:1909,0.0,0.0,22.83,3.66,0.0
20190511:2009,0.0,0.0,22.06,4.21,0.0
20190511:2109,0.0,0.0,21.57,4.28,0.0
20190511:2209,0.0,0.0,21.13,4.34,0.0
20190511:2309,0.0,0.0,20.6,4.69,0.0
20190512:0009,0.0,0.0,20.19,5.24,0.0
20190512:0109,0.0,0.0,19.73,5.72,0.0
20190512:0209,0.0,0.0,19.37,5.93,0.0
20190512:0309,0.0,0.0,19.07,6.07,0.0
20190512:0409,0.0,0.0,18.77,6.41,0.0
20190512:0509,0.0,0.0,18.29,6.48,0.0
20190512:0609,55.4,11.39,18.05,6.07,0.0
20190512:0709,253.62,23.2,18.84,6.07,0.0
20190512:0809,487.57,35.18,19.86,6.07,0.0
20190512:0909,703.29,47.04,20.97,6.14,0.0
20190512:1009,890.17,58.26,21.89,6.14,0.0
20190512:1109,994.01,67.49,22.59,6.21,0.0
20190512:1209,1037.58,71.25,23.04,6.41,0.0
20190512:1309,998.86,66.68,23.25,6.76,0.0
20190512:1409,880.47,57.12,23.21,6.9,0.0
20190512:1509,705.37,45.79,22.97,6.9,0.0
20190512:1609,483.59,33.89,22.44,6.76,0.0
20190512:1709,250.5,21.92,21.7,6.28,0.0
20190512:1809,50.52,10.14,20.78,5.59,0.0
20190512:1909,0.0,0.0,19.8,4.0,0.0
20190512:2009,0.0,0.0,19.19,3.38,0.0
20190512:2109,0.0,0.0,18.89,2.83,0.0
20190512:2209,0.0,0.0,18.69,2.62,0.0
20190512:2309,0.0,0.0,18.38,2.62,0.0
20190513:0009,0.0,0.0,18.05,2.83,0.0
20190513:0109,0.0,0.0,17.74,3.03,0.0
20190513:0209,0.0,0.0,17.48,3.24,0.0
20190513:0309,0.0,0.0,17.22,3.59,0.0
20190513:0409,0.0,0.0,16.98,4.07,0.0
20190513:0509,0.0,0.0,16.69,4.55,0.0
20190513:0609,54.52,11.54,16.6,5.1,0.0
20190513:0709,254.88,23.34,17.5,4.41,0.0
20190513:0809,488.34,35.32,18.6,4.83,0.0
20190513:0909,709.92,47.19,19.57,5.1,0.0
20190513:1009,885.98,58.43,20.36,5.17,0.0
20190513:1109,994.57,67.71,21.07,5.03,0.0
20190513:1209,1038.09,71.5,21.65,5.17,0.0
20190513:1309,1004.4,66.88,21.97,5.59,0.0
20190513:1409,884.96,57.28,21.99,5.72,0.0
20190513:1509,712.41,45.93,21.95,6.07,0.0
20190513:1609,488.2,34.02,21.63,6.41,0.0
20190513:1709,253.38,22.05,20.99,6.69,0.0
20190513:1809,50.44,10.29,20.09,6.62,0.0
20190513:1909,0.0,0.0,19.33,5.93,0.0
20190513:2009,0.0,0.0,18.73,5.52,0.0
20190513:2109,0.0,0.0,18.3,5.52,0.0
20190513:2209,0.0,0.0,17.83,6.0,0.0
20190513:2309,0.0,0.0,17.24,5.93,0.0
20190514:0009,0.0,0.0,16.74,5.52,0.0
20190514:0109,0.0,0.0,16.33,5.03,0.0
20190514:0209,0.0,0.0,15.96,4.62,0.0
20190514:0309,0.0,0.0,15.58,4.48,0.0
20190514:0409,0.0,0.0,15.3,4.55,0.0
20190514:0509,0.0,0.0,15.04,4.48,0.0
20190514:0609,53.64,11.68,15.23,4.34,0.0
20190514:0709,259.22,23.47,16.5,5.03,0.0
20190514:0809,488.39,35.45,17.7,5.24,0.0
20190514:0909,708.19,47.33,18.82,5.31,0.0
20190514:1009,891.03,58.59,19.69,5.1,0.0
20190514:1109,998.55,67.91,20.39,4.9,0.0
20190514:1209,1042.03,71.74,20.81,4.83,0.0
20190514:1309,1003.33,67.08,21.07,4.83,0.0
20190514:1409,885.07,57.43,21.17,4.69,0.0
20190514:1509,702.78,46.06,21.13,4.41,0.0
20190514:1609,490.9,34.15,20.98,4.14,0.0
20190514:1709,256.11,22.18,20.75,3.79,0.0
20190514:1809,49.44,10.43,20.3,3.45,0.0
20190514:1909,0.0,0.0,18.88,2.14,0.0
20190514:2009,0.0,0.0,18.31,1.72,0.0
20190514:2109,0.0,0.0,17.9,1.31,0.0
20190514:2209,0.0,0.0,17.43,1.03,0.0
20190514:2309,0.0,0.0,16.7,0.83,0.0
20190515:0009,0.0,0.0,16.98,0.55,0.0
20190515:0109,0.0,0.0,16.82,0.14,0.0
20190515:0209,0.0,0.0,16.79,0.41,0.0
20190515:0309,0.0,0.0,16.9,0.83,0.0
20190515:0409,0.0,0.0,16.48,1.24,0.0
20190515:0509,0.0,0.0,15.28,1.66,0.0
20190515:0609,51.9,11.82,14.98,2.14,0.0
20190515:0709,256.25,23.6,18.35,2.83,0.0
20190515:0809,488.42,35.58,20.57,3.45,0.0
20190515:0909,704.85,47.46,21.78,3.79,0.0
20190515:1009,882.77,58.75,22.45,4.07,0.0
20190515:1109,984.0,68.12,23.04,4.28,0.0
20190515:1209,1033.37,71.98,23.54,4.48,0.0
20190515:1309,983.59,67.28,23.87,4.62,0.0
20190515:1409,876.68,57.59,24.01,4.41,0.0
20190515:1509,703.19,46.2,23.99,4.07,0.0
20190515:1609,484.22,34.28,23.92,3.66,0.0
20190515:1709,249.37,22.31,23.75,3.24,0.0
20190515:1809,55.54,10.57,23.42,2.9,0.0
20190515:1909,0.0,0.0,23.15,3.1,0.0
20190515:2009,0.0,0.0,22.88,2.69,0.0
20190515:2109,0.0,0.0,22.73,2.34,0.0
20190515:2209,0.0,0.0,22.72,0.48,0.0
20190515:2309,0.0,0.0,21.02,4.55,0.0
20190516:0009,0.0,0.0,19.77,5.31,0.0
20190516:0109,0.0,0.0,19.38,4.9,0.0
20190516:0209,0.0,0.0,18.71,5.1,0.0
20190516:0309,0.0,0.0,17.98,5.1,0.0
20190516:0409,0.0,0.0,17.53,4.9,0.0
20190516:0509,0.0,0.0,17.16,4.55,0.0
20190516:0609,52.76,11.95,17.1,4.41,0.0
20190516:0709,256.43,23.72,18.55,4.0,0.0
20190516:0809,488.86,35.7,19.8,3.86,0.0
20190516:0909,708.72,47.59,20.49,3.66,0.0
20190516:1009,883.25,58.9,20.88,3.31,0.0
20190516:1109,1000.31,68.31,21.17,3.1,0.0
20190516:1209,1038.85,72.22,21.35,2.9,0.0
20190516:1309,999.16,67.47,21.54,2.97,0.0
20190516:1409,815.94,57.74,21.48,3.03,0.0
20190516:1509,471.1,46.33,21.28,3.17,0.0
20190516:1609,366.45,34.41,21.09,3.52,0.0
20190516:1709,241.5,22.44,20.9,3.86,0.0
20190516:1809,52.87,10.7,20.66,4.14,0.0
20190516:1909,0.0,0.0,20.16,4.34,0.0
20190516:2009,0.0,0.0,20.19,4.83,0.0
20190516:2109,0.0,0.0,20.4,5.31,0.0
20190516:2209,0.0,0.0,20.44,5.59,0.0
20190516:2309,0.0,0.0,20.32,5.86,0.0
20190517:0009,0.0,0.0,20.11,6.21,0.0
20190517:0109,0.0,0.0,19.99,6.48,0.0
20190517:0209,0.0,0.0,19.78,6.28,0.0
20190517:0309,0.0,0.0,19.37,6.07,0.0
20190517:0409,0.0,0.0,18.69,5.72,0.0
20190517:0509,0.0,0.0,17.89,5.1,0.0
20190517:0609,76.74,12.08,17.46,4.34,0.0
20190517:0709,247.86,23.84,18.48,3.31,0.0
20190517:0809,460.45,35.82,19.37,3.38,0.0
20190517:0909,615.74,47.72,20.14,4.28,0.0
20190517:1009,794.22,59.05,20.75,5.66,0.0
20190517:1109,827.37,68.5,21.21,6.48,0.0
20190517:1209,913.4,72.44,21.51,6.83,0.0
20190517:1309,747.31,67.66,21.63,6.62,0.0
20190517:1409,565.91,57.89,21.77,6.48,0.0
20190517:1509,299.86,46.46,21.46,6.21,0.0
20190517:1609,254.41,34.53,21.44,6.34,0.0
20190517:1709,175.08,22.57,21.6,6.48,0.0
20190517:1809,51.96,10.84,21.4,6.69,0.0
20190517:1909,0.0,0.0,20.93,5.59,0.0
20190517:2009,0.0,0.0,20.26,5.31,0.0
20190517:2109,0.0,0.0,19.68,4.76,0.0
20190517:2209,0.0,0.0,19.02,4.14,0.0
20190517:2309,0.0,0.0,18.39,3.66,0.0
20190518:0009,0.0,0.0,17.72,3.03,0.0
20190518:0109,0.0,0.0,16.93,2.69,0.0
20190518:0209,0.0,0.0,16.25,2.48,0.0
20190518:0309,0.0,0.0,15.73,2.69,0.0
20190518:0409,0.0,0.0,15.07,2.62,0.0
20190518:0509,0.0,0.0,14.73,2.0,0.0
20190518:0609,54.3,12.2,15.08,1.93,0.0
20190518:0709,255.74,23.96,17.55,2.07,0.0
20190518:0809,477.44,35.93,18.17,2.9,0.0
20190518:0909,696.58,47.83,18.67,3.93,0.0
20190518:1009,871.57,59.19,19.18,4.97,0.0
20190518:1109,971.33,68.69,19.82,6.14,0.0
20190518:1209,990.97,72.67,20.27,7.38,0.0
20190518:1309,980.78,67.85,20.72,8.28,0.0
20190518:1409,874.97,58.04,20.91,8.41,0.0
20190518:1509,694.63,46.59,21.13,8.21,0.0
20190518:1609,481.2,34.66,21.33,8.28,0.0
20190518:1709,254.44,22.69,21.23,8.28,0.0
20190518:1809,52.93,10.98,20.7,8.07,0.0
20190518:1909,0.0,0.0,20.14,7.45,0.0
20190518:2009,0.0,0.0,19.52,6.76,0.0
20190518:2109,0.0,0.0,18.87,6.34,0.0
20190518:2209,0.0,0.0,18.0,6.0,0.0
20190518:2309,0.0,0.0,17.54,5.24,0.0
20190519:0009,0.0,0.0,17.25,4.41,0.0
20190519:0109,0.0,0.0,16.84,3.45,0.0
20190519:0209,0.0,0.0,16.04,2.48,0.0
20190519:0309,0.0,0.0,15.73,1.45,0.0
20190519:0409,0.0,0.0,16.82,0.69,0.0
20190519:0509,0.0,0.0,16.78,0.21,0.0
20190519:0609,75.89,12.31,16.77,0.9,0.0
20190519:0709,210.61,24.06,17.12,1.72,0.0
20190519:0809,489.99,36.03,17.92,1.66,0.0
20190519:0909,711.54,47.95,18.56,2.55,0.0
20190519:1009,884.87,59.32,19.03,3.79,0.0
20190519:1109,1001.72,68.86,19.48,4.69,0.0
20190519:1209,1035.35,72.88,20.07,5.31,0.0
20190519:1309,1001.65,68.03,20.3,6.28,0.0
